content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
"shebel bgt masa ig gue jadi sering ditangguhkan?? 😠😠 pikir aja sm luw, gue pagi pagi buka ig, harus verif gini gitu, kan cape 🙎🏻‍♀️ pdhl gue ga cerita aneh aneh, jelek banget siiw, GsukaDeh, tp y ak males karna ig aku sering ditangguhkan aja y, si far selain masalah jelek itu yang apaan banget yang lainnya gemes, baik baik aja yh 😜 tp mksi yh aku jd bisa ngobrol 🤭🤭 xixixie",Positif,shebel bgt masa ig gue jadi sering ditangguhkan  pikir aja sm luw gue pagi pagi buka ig harus verif gini gitu kan cape  pdhl gue ga cerita aneh aneh jelek banget siiw gsukadeh tp y ak males karna ig aku sering ditangguhkan aja y si far selain masalah jelek itu yang apaan banget yang lainnya gemes baik baik aja yh  tp mksi yh aku jd bisa ngobrol  xixixie,shebel bgt ig gue ditangguhkan pikir aja sm luw gue pagi pagi buka ig verif gini gitu cape pdhl gue ga cerita aneh aneh jelek banget siiw gsukadeh tp y ak males karna ig ditangguhkan aja y si far jelek banget gemes aja yh tp mksi yh jd ngobrol xixixie,"['shebel', 'bgt', 'ig', 'gue', 'ditangguhkan', 'pikir', 'aja', 'sm', 'luw', 'gue', 'pagi', 'pagi', 'buka', 'ig', 'verif', 'gini', 'gitu', 'cape', 'pdhl', 'gue', 'ga', 'cerita', 'aneh', 'aneh', 'jelek', 'banget', 'siiw', 'gsukadeh', 'tp', 'y', 'ak', 'males', 'karna', 'ig', 'ditangguhkan', 'aja', 'y', 'si', 'far', 'jelek', 'banget', 'gemes', 'aja', 'yh', 'tp', 'mksi', 'yh', 'jd', 'ngobrol', 'xixixie']",shebel bgt ig gue tangguh pikir aja sm luw gue pagi pagi buka ig verif gin gitu cape pdhl gue ga cerita aneh aneh jelek banget siiw gsukadeh tp y ak males karna ig tangguh aja y si far jelek banget gemes aja yh tp mksi yh jd ngobrol xixixie
Baik,Positif,baik,,[],
Luar Biasa,Positif,luar biasa,,[],
"saya pemula di treads ini, jadi belum banyak teman...apalagi yang nonton dan like... semoga kedepannya lebih baik lagi",Positif,saya pemula di treads ini jadi belum banyak temanapalagi yang nonton dan like semoga kedepannya lebih baik lagi,pemula treads temanapalagi nonton like semoga kedepannya,"['pemula', 'treads', 'temanapalagi', 'nonton', 'like', 'semoga', 'kedepannya']",mula treads temanapalagi nonton like moga depan
Tolong perbaiki dong. Saya follow orang hanya bisa 50 maksimal.. tolong kembalikan seperti dulu . Maksimal 300,Negatif,tolong perbaiki dong saya follow orang hanya bisa  maksimal tolong kembalikan seperti dulu  maksimal ,tolong perbaiki follow orang maksimal tolong kembalikan maksimal,"['tolong', 'perbaiki', 'follow', 'orang', 'maksimal', 'tolong', 'kembalikan', 'maksimal']",tolong baik follow orang maksimal tolong kembali maksimal
sangat menarik untuk mengapreasikan perasaan hat,Positif,sangat menarik untuk mengapreasikan perasaan hat,menarik mengapreasikan perasaan hat,"['menarik', 'mengapreasikan', 'perasaan', 'hat']",tarik mengapreasikan asa hat
sangat membantu,Positif,sangat membantu,membantu,['membantu'],bantu
ok,Positif,ok,ok,['ok'],ok
bgs dribble,Positif,bgs dribble,bgs dribble,"['bgs', 'dribble']",bgs dribble
"akun threads di bio instagram tidak bisa disembunyikan, minimal sedikit memahami lah kalau ga semua pengguna mau ada nama akunnya di bio terpampang segede itu, mohon di update selanjutnya akun threads nya bisa di hide dari bio ig saya mohon🙏",Negatif,akun threads di bio instagram tidak bisa disembunyikan minimal sedikit memahami lah kalau ga semua pengguna mau ada nama akunnya di bio terpampang segede itu mohon di update selanjutnya akun threads nya bisa di hide dari bio ig saya mohon,akun threads bio instagram disembunyikan minimal memahami ga pengguna nama akunnya bio terpampang segede mohon update akun threads nya hide bio ig mohon,"['akun', 'threads', 'bio', 'instagram', 'disembunyikan', 'minimal', 'memahami', 'ga', 'pengguna', 'nama', 'akunnya', 'bio', 'terpampang', 'segede', 'mohon', 'update', 'akun', 'threads', 'nya', 'hide', 'bio', 'ig', 'mohon']",akun threads bio instagram sembunyi minimal paham ga guna nama akun bio pampang gede mohon update akun threads nya hide bio ig mohon
"Aplikasi sangat bagus, sayangnya masih sering ada bug, sering ada masalah jika mau komen, sering dikenai batasan ... Selebihnya oke ... Gara gara thread kita bisa curhat, ngoceh , dan bersosialisasi dengan warga thread sendiri",Positif,aplikasi sangat bagus sayangnya masih sering ada bug sering ada masalah jika mau komen sering dikenai batasan  selebihnya oke  gara gara thread kita bisa curhat ngoceh  dan bersosialisasi dengan warga thread sendiri,aplikasi bagus sayangnya bug komen dikenai batasan selebihnya oke gara gara thread curhat ngoceh bersosialisasi warga thread,"['aplikasi', 'bagus', 'sayangnya', 'bug', 'komen', 'dikenai', 'batasan', 'selebihnya', 'oke', 'gara', 'gara', 'thread', 'curhat', 'ngoceh', 'bersosialisasi', 'warga', 'thread']",aplikasi bagus sayang bug komen kena batas lebih oke gara gara thread curhat ngoceh sosial warga thread
the best,Positif,the best,the best,"['the', 'best']",the best
Kenapa thread / instagram suka main akun saya ditangguhkan tunggu aja closed service,Negatif,kenapa thread  instagram suka main akun saya ditangguhkan tunggu aja closed service,thread instagram suka main akun ditangguhkan tunggu aja closed service,"['thread', 'instagram', 'suka', 'main', 'akun', 'ditangguhkan', 'tunggu', 'aja', 'closed', 'service']",thread instagram suka main akun tangguh tunggu aja closed service
"Kayak Ig biasa, Tpi disini tmnku lebih bnyk",Positif,kayak ig biasa tpi disini tmnku lebih bnyk,kayak ig tpi tmnku bnyk,"['kayak', 'ig', 'tpi', 'tmnku', 'bnyk']",kayak ig tpi tmnku bnyk
sangat termotivasi adanya aplikasi ini. sehinnga saya bisa melakukan kegiatan lebih banyak lagi.,Positif,sangat termotivasi adanya aplikasi ini sehinnga saya bisa melakukan kegiatan lebih banyak lagi,termotivasi aplikasi sehinnga kegiatan,"['termotivasi', 'aplikasi', 'sehinnga', 'kegiatan']",motivasi aplikasi sehinnga giat
Pengetahuan zaman teknologi DIGITAL MODERAN yg mencerdaskan juga wawasan tentang kemajuan peradaban dunia🙏,Positif,pengetahuan zaman teknologi digital moderan yg mencerdaskan juga wawasan tentang kemajuan peradaban dunia,pengetahuan zaman teknologi digital moderan yg mencerdaskan wawasan kemajuan peradaban dunia,"['pengetahuan', 'zaman', 'teknologi', 'digital', 'moderan', 'yg', 'mencerdaskan', 'wawasan', 'kemajuan', 'peradaban', 'dunia']",tahu zaman teknologi digital moderan yg cerdas wawas maju adab dunia
Good,Positif,good,good,['good'],good
Threads jelek banget sumpah akun ig gue ke blokir gegara main treads dan kena suspend trs sample 14 kali tingga yang ke 15 kali akhirnya ga bisa confirmed lagi 😡😡😡,Negatif,threads jelek banget sumpah akun ig gue ke blokir gegara main treads dan kena suspend trs sample  kali tingga yang ke  kali akhirnya ga bisa confirmed lagi ,threads jelek banget sumpah akun ig gue blokir gegara main treads kena suspend trs sample kali tingga kali ga confirmed,"['threads', 'jelek', 'banget', 'sumpah', 'akun', 'ig', 'gue', 'blokir', 'gegara', 'main', 'treads', 'kena', 'suspend', 'trs', 'sample', 'kali', 'tingga', 'kali', 'ga', 'confirmed']",threads jelek banget sumpah akun ig gue blokir gegara main treads kena suspend trs sample kali tingga kali ga confirmed
Mantao,Positif,mantao,mantao,['mantao'],mantao
Semoga Kedepan akan semakin ramai ..,Positif,semoga kedepan akan semakin ramai ,semoga kedepan ramai,"['semoga', 'kedepan', 'ramai']",moga depan ramai
Tidak bisa login,Negatif,tidak bisa login,login,['login'],login
"Bagi saya aplikasi ini sangat bagus dan menginspirasi kita utk mengembangkan bakat ngonten, utk lebih detailnya silahkan download aplikasi nya.",Positif,bagi saya aplikasi ini sangat bagus dan menginspirasi kita utk mengembangkan bakat ngonten utk lebih detailnya silahkan download aplikasi nya,aplikasi bagus menginspirasi utk mengembangkan bakat ngonten utk detailnya silahkan download aplikasi nya,"['aplikasi', 'bagus', 'menginspirasi', 'utk', 'mengembangkan', 'bakat', 'ngonten', 'utk', 'detailnya', 'silahkan', 'download', 'aplikasi', 'nya']",aplikasi bagus inspirasi utk kembang bakat ngonten utk detail silah download aplikasi nya
WOI GRGR LO AKUN CWE GUE ILANG SHAATT,Negatif,woi grgr lo akun cwe gue ilang shaatt,woi grgr lo akun cwe gue ilang shaatt,"['woi', 'grgr', 'lo', 'akun', 'cwe', 'gue', 'ilang', 'shaatt']",woi grgr lo akun cwe gue ilang shaatt
"Cuma buat posting posting doang, buat apa gk guna. Cari jodoh gw mah, taaruf",Negatif,cuma buat posting posting doang buat apa gk guna cari jodoh gw mah taaruf,posting posting doang gk cari jodoh gw mah taaruf,"['posting', 'posting', 'doang', 'gk', 'cari', 'jodoh', 'gw', 'mah', 'taaruf']",posting posting doang gk cari jodoh gw mah taaruf
"Baru pake seminggu kok gk bisa posting,gk bisa komen,, akun di batasi, salah saya dimana ya",Positif,baru pake seminggu kok gk bisa postinggk bisa komen akun di batasi salah saya dimana ya,pake seminggu gk postinggk komen akun batasi salah dimana ya,"['pake', 'seminggu', 'gk', 'postinggk', 'komen', 'akun', 'batasi', 'salah', 'dimana', 'ya']",pake minggu gk postinggk komen akun batas salah mana ya
Bagussss bangetetet,Positif,bagussss bangetetet,bagussss bangetetet,"['bagussss', 'bangetetet']",bagussss bangetetet
Bagus,Positif,bagus,bagus,['bagus'],bagus
sak josse,Positif,sak josse,sak josse,"['sak', 'josse']",sak josse
keren,Positif,keren,keren,['keren'],keren
"seneng banget pake threads , orang orang nya positif vibes dan ramah serta saling support ✨🤍",Positif,seneng banget pake threads  orang orang nya positif vibes dan ramah serta saling support ,seneng banget pake threads orang orang nya positif vibes ramah support,"['seneng', 'banget', 'pake', 'threads', 'orang', 'orang', 'nya', 'positif', 'vibes', 'ramah', 'support']",neng banget pake threads orang orang nya positif vibes ramah support
males ga bisa bikin fyp,Negatif,males ga bisa bikin fyp,males ga bikin fyp,"['males', 'ga', 'bikin', 'fyp']",males ga bikin fyp
Pendo,Negatif,pendo,pendo,['pendo'],pendo
Baru mau coba pakai,Positif,baru mau coba pakai,coba pakai,"['coba', 'pakai']",coba pakai
Terjemahan teksnya belum ada,Positif,terjemahan teksnya belum ada,terjemahan teksnya,"['terjemahan', 'teksnya']",terjemah teks
Baguss sejauh in,Positif,baguss sejauh in,baguss in,"['baguss', 'in']",baguss in
bagus bgt aplikasi nya,Positif,bagus bgt aplikasi nya,bagus bgt aplikasi nya,"['bagus', 'bgt', 'aplikasi', 'nya']",bagus bgt aplikasi nya
"Saya tidak memuat konten negatif apapun dan tidak berkomentar negatif, akun saya malah dibekukan oleh pihak Treads, kenapa ya ? Kok akun porno, akun gak jelas, fake account, akun yang membagikan hal2 yang bersifat negatif malah dibiarkan berseliweran ?",Negatif,saya tidak memuat konten negatif apapun dan tidak berkomentar negatif akun saya malah dibekukan oleh pihak treads kenapa ya  kok akun porno akun gak jelas fake account akun yang membagikan hal yang bersifat negatif malah dibiarkan berseliweran ,memuat konten negatif apapun berkomentar negatif akun dibekukan treads ya akun porno akun gak fake account akun membagikan bersifat negatif dibiarkan berseliweran,"['memuat', 'konten', 'negatif', 'apapun', 'berkomentar', 'negatif', 'akun', 'dibekukan', 'treads', 'ya', 'akun', 'porno', 'akun', 'gak', 'fake', 'account', 'akun', 'membagikan', 'bersifat', 'negatif', 'dibiarkan', 'berseliweran']",muat konten negatif apa komentar negatif akun beku treads ya akun porno akun gak fake account akun bagi sifat negatif biar seliwer
Gajelas,Negatif,gajelas,gajelas,['gajelas'],gajelas
sistem UI nya enak dan postingan yang lewat sesuai minat,Positif,sistem ui nya enak dan postingan yang lewat sesuai minat,sistem ui nya enak postingan sesuai minat,"['sistem', 'ui', 'nya', 'enak', 'postingan', 'sesuai', 'minat']",sistem ui nya enak postingan sesuai minat
"cukup memuaskan, semoga updatenya juga lebih baik",Positif,cukup memuaskan semoga updatenya juga lebih baik,memuaskan semoga updatenya,"['memuaskan', 'semoga', 'updatenya']",muas moga updatenya
"Buat Kalian yg login threads terutama yg threadsnya suka ke log out sendiri, coba cek keamanan deh, abistu tempat login, ada gambar pc (perangkat tidak dikenal) gak. soalnya udah 3 kali ini IG gua kena penangguhan terus awalnya mikir kena hack tapi baru ngeh setiap buka thread ig ada yg login perangkat baru sadar kayanya ini aplikasi bikin bug, kalo ada saran apus aja threadnya, daripada eror malah merambat ke ig nya langsung",Negatif,buat kalian yg login threads terutama yg threadsnya suka ke log out sendiri coba cek keamanan deh abistu tempat login ada gambar pc perangkat tidak dikenal gak soalnya udah  kali ini ig gua kena penangguhan terus awalnya mikir kena hack tapi baru ngeh setiap buka thread ig ada yg login perangkat baru sadar kayanya ini aplikasi bikin bug kalo ada saran apus aja threadnya daripada eror malah merambat ke ig nya langsung,yg login threads yg threadsnya suka log out coba cek keamanan deh abistu login gambar pc perangkat dikenal gak udah kali ig gua kena penangguhan mikir kena hack ngeh buka thread ig yg login perangkat sadar kayanya aplikasi bikin bug kalo saran apus aja threadnya eror merambat ig nya langsung,"['yg', 'login', 'threads', 'yg', 'threadsnya', 'suka', 'log', 'out', 'coba', 'cek', 'keamanan', 'deh', 'abistu', 'login', 'gambar', 'pc', 'perangkat', 'dikenal', 'gak', 'udah', 'kali', 'ig', 'gua', 'kena', 'penangguhan', 'mikir', 'kena', 'hack', 'ngeh', 'buka', 'thread', 'ig', 'yg', 'login', 'perangkat', 'sadar', 'kayanya', 'aplikasi', 'bikin', 'bug', 'kalo', 'saran', 'apus', 'aja', 'threadnya', 'eror', 'merambat', 'ig', 'nya', 'langsung']",yg login threads yg threadsnya suka log out coba cek aman deh abistu login gambar pc perangkat kenal gak udah kali ig gua kena tangguh mikir kena hack ngeh buka thread ig yg login perangkat sadar kaya aplikasi bikin bug kalo saran apus aja threadnya eror rambat ig nya langsung
Siip,Positif,siip,siip,['siip'],siip
Nice apk,Negatif,nice apk,nice apk,"['nice', 'apk']",nice apk
💗💗💗💗💗💗,Positif,,,[],
Iklanya aplikasi ini sangat mengganggu,Negatif,iklanya aplikasi ini sangat mengganggu,iklanya aplikasi mengganggu,"['iklanya', 'aplikasi', 'mengganggu']",iklanya aplikasi ganggu
I like instagram,Positif,i like instagram,i like instagram,"['i', 'like', 'instagram']",i like instagram
Ok,Positif,ok,ok,['ok'],ok
Bagus,Positif,bagus,bagus,['bagus'],bagus
Saranku Tolong Threads Bisa Bikin Versi Lite Karena Minim RAM Internal Semoga Dipertimbangkan🙏🙏🙏,Positif,saranku tolong threads bisa bikin versi lite karena minim ram internal semoga dipertimbangkan,saranku tolong threads bikin versi lite minim ram internal semoga dipertimbangkan,"['saranku', 'tolong', 'threads', 'bikin', 'versi', 'lite', 'minim', 'ram', 'internal', 'semoga', 'dipertimbangkan']",saran tolong threads bikin versi lite minim ram internal moga timbang
Bagus cuma blom terbiasa saja,Positif,bagus cuma blom terbiasa saja,bagus blom terbiasa,"['bagus', 'blom', 'terbiasa']",bagus blom biasa
Bintang dulu blm ku coba aplikasiny,Positif,bintang dulu blm ku coba aplikasiny,bintang blm ku coba aplikasiny,"['bintang', 'blm', 'ku', 'coba', 'aplikasiny']",bintang blm ku coba aplikasiny
Apasi klo buat apk tu yg bener masa iya ngebug trus padahal jaringan ok pakek wifi rumah aj masih tetep.,Negatif,apasi klo buat apk tu yg bener masa iya ngebug trus padahal jaringan ok pakek wifi rumah aj masih tetep,apasi klo apk tu yg bener iya ngebug trus jaringan ok pakek wifi rumah aj tetep,"['apasi', 'klo', 'apk', 'tu', 'yg', 'bener', 'iya', 'ngebug', 'trus', 'jaringan', 'ok', 'pakek', 'wifi', 'rumah', 'aj', 'tetep']",apas klo apk tu yg bener iya ngebug trus jaring ok pakek wifi rumah aj tetep
Pengalaman mengajarkan kita tentang kebaikan sistem pelayan trip yg dapat kita terapkan,Positif,pengalaman mengajarkan kita tentang kebaikan sistem pelayan trip yg dapat kita terapkan,pengalaman mengajarkan kebaikan sistem pelayan trip yg terapkan,"['pengalaman', 'mengajarkan', 'kebaikan', 'sistem', 'pelayan', 'trip', 'yg', 'terapkan']",alam ajar baik sistem layan trip yg terap
asikk,Positif,asikk,asikk,['asikk'],asikk
"Alternatif X, moga kedepan lbh baik ya threads ❤️",Positif,alternatif x moga kedepan lbh baik ya threads ,alternatif x moga kedepan lbh ya threads,"['alternatif', 'x', 'moga', 'kedepan', 'lbh', 'ya', 'threads']",alternatif x moga depan lbh ya threads
I don't know why the three dots at the left top of my post doesn't appear.,Negatif,i dont know why the three dots at the left top of my post doesnt appear,i dont know why the three dots at the left top of my post doesnt appear,"['i', 'dont', 'know', 'why', 'the', 'three', 'dots', 'at', 'the', 'left', 'top', 'of', 'my', 'post', 'doesnt', 'appear']",i dont know why the three dots at the left top of my post doesnt appear
Walau rakyat threads belum ' seganas' warga X....tapi lumayanlah untuk hiburan. Kalo medsos sebelah jadi ditutup sama si Darto Helm KW....ya pindah ke threads.,Positif,walau rakyat threads belum  seganas warga xtapi lumayanlah untuk hiburan kalo medsos sebelah jadi ditutup sama si darto helm kwya pindah ke threads,rakyat threads seganas warga xtapi lumayanlah hiburan kalo medsos sebelah ditutup si darto helm kwya pindah threads,"['rakyat', 'threads', 'seganas', 'warga', 'xtapi', 'lumayanlah', 'hiburan', 'kalo', 'medsos', 'sebelah', 'ditutup', 'si', 'darto', 'helm', 'kwya', 'pindah', 'threads']",rakyat threads ganas warga xtapi lumayan hibur kalo medsos belah tutup si darto helm kwya pindah threads
mantul,Positif,mantul,mantul,['mantul'],mantul
sangat keren aplikasinya,Positif,sangat keren aplikasinya,keren aplikasinya,"['keren', 'aplikasinya']",keren aplikasi
Good,Positif,good,good,['good'],good
Menjadi aktifis yang lebih baik dan mengembangkan lagi thanks ya,Positif,menjadi aktifis yang lebih baik dan mengembangkan lagi thanks ya,aktifis mengembangkan thanks ya,"['aktifis', 'mengembangkan', 'thanks', 'ya']",aktif kembang thanks ya
ok,Positif,ok,ok,['ok'],ok
Oke,Positif,oke,oke,['oke'],oke
Ngga masuk akal pembatasannya,Negatif,ngga masuk akal pembatasannya,ngga masuk akal pembatasannya,"['ngga', 'masuk', 'akal', 'pembatasannya']",ngga masuk akal batas
okeh,Positif,okeh,okeh,['okeh'],okeh
Ok,Positif,ok,ok,['ok'],ok
Aku senang aplikasi in sangat membantu dn menghibur,Positif,aku senang aplikasi in sangat membantu dn menghibur,senang aplikasi in membantu dn menghibur,"['senang', 'aplikasi', 'in', 'membantu', 'dn', 'menghibur']",senang aplikasi in bantu dn hibur
Pindah ke sinilah kita Twitter X mau di hapus sma Kominfo .. parah sih 😣🙂,Positif,pindah ke sinilah kita twitter x mau di hapus sma kominfo  parah sih ,pindah twitter x hapus sma kominfo parah sih,"['pindah', 'twitter', 'x', 'hapus', 'sma', 'kominfo', 'parah', 'sih']",pindah twitter x hapus sma kominfo parah sih
Ok,Positif,ok,ok,['ok'],ok
👍🏼👍🏼👍🏼,Positif,,,[],
Good,Positif,good,good,['good'],good
Please jangan ada link² jualan yah,Positif,please jangan ada link jualan yah,please link jualan yah,"['please', 'link', 'jualan', 'yah']",please link jual yah
saya suka sekali aplikasi ini,Positif,saya suka sekali aplikasi ini,suka aplikasi,"['suka', 'aplikasi']",suka aplikasi
baru gabung smg byk mendapat kn tambah ilmu yg manfaat dunia & akherat,Positif,baru gabung smg byk mendapat kn tambah ilmu yg manfaat dunia  akherat,gabung smg byk kn ilmu yg manfaat dunia akherat,"['gabung', 'smg', 'byk', 'kn', 'ilmu', 'yg', 'manfaat', 'dunia', 'akherat']",gabung smg byk kn ilmu yg manfaat dunia akherat
bagus,Positif,bagus,bagus,['bagus'],bagus
Mantul,Positif,mantul,mantul,['mantul'],mantul
Menyenangkan,Positif,menyenangkan,menyenangkan,['menyenangkan'],senang
Ok. Bagus.,Positif,ok bagus,ok bagus,"['ok', 'bagus']",ok bagus
Suka,Positif,suka,suka,['suka'],suka
Bisa jadi bahan penghilang kegabutan di rumah,Positif,bisa jadi bahan penghilang kegabutan di rumah,bahan penghilang kegabutan rumah,"['bahan', 'penghilang', 'kegabutan', 'rumah']",bahan hilang kegabutan rumah
gelut ajg ah,Positif,gelut ajg ah,gelut ajg ah,"['gelut', 'ajg', 'ah']",gelut ajg ah
Kerja bagus,Positif,kerja bagus,kerja bagus,"['kerja', 'bagus']",kerja bagus
Top,Positif,top,top,['top'],top
mantep deh,Positif,mantep deh,mantep deh,"['mantep', 'deh']",mantep deh
Thread saya sendiri kenapa ga muncul ??? Padahal baru diposting ya ampooonnnnn. Diupdate malah gabisa dibuka,Negatif,thread saya sendiri kenapa ga muncul  padahal baru diposting ya ampooonnnnn diupdate malah gabisa dibuka,thread ga muncul diposting ya ampooonnnnn diupdate gabisa dibuka,"['thread', 'ga', 'muncul', 'diposting', 'ya', 'ampooonnnnn', 'diupdate', 'gabisa', 'dibuka']",thread ga muncul diposting ya ampooonnnnn diupdate gabisa buka
"Asli, aku bingung, apa bedanya Threads dan IG? Sama aja, bedanya bisa upload tanpa foto doang.",Positif,asli aku bingung apa bedanya threads dan ig sama aja bedanya bisa upload tanpa foto doang,asli bingung bedanya threads ig aja bedanya upload foto doang,"['asli', 'bingung', 'bedanya', 'threads', 'ig', 'aja', 'bedanya', 'upload', 'foto', 'doang']",asli bingung beda threads ig aja beda upload foto doang
👍,Positif,,,[],
sumpahh seru abiezzz,Positif,sumpahh seru abiezzz,sumpahh seru abiezzz,"['sumpahh', 'seru', 'abiezzz']",sumpahh seru abiezzz
Baru mau coba apakah aplikasi ini hebat,Positif,baru mau coba apakah aplikasi ini hebat,coba aplikasi hebat,"['coba', 'aplikasi', 'hebat']",coba aplikasi hebat
baik,Positif,baik,,[],
Bagus,Positif,bagus,bagus,['bagus'],bagus
Terbaik,Positif,terbaik,terbaik,['terbaik'],baik
"threads, gw sukak bgttttttt!!!!",Positif,threads gw sukak bgttttttt,threads gw sukak bgttttttt,"['threads', 'gw', 'sukak', 'bgttttttt']",threads gw sukak bgttttttt
Good,Positif,good,good,['good'],good
lumayan,Positif,lumayan,lumayan,['lumayan'],lumayan
Ini gimana gimana kita bisa lihat utas orang yang kita follow??,Negatif,ini gimana gimana kita bisa lihat utas orang yang kita follow,gimana gimana lihat utas orang follow,"['gimana', 'gimana', 'lihat', 'utas', 'orang', 'follow']",gimana gimana lihat utas orang follow
Sayaaa sukaaaaaaa🥰🥰,Positif,sayaaa sukaaaaaaa,sayaaa sukaaaaaaa,"['sayaaa', 'sukaaaaaaa']",sayaaa sukaaaaaaa
"Udah hmpr 10 tahun pake aplikasi IG aman2 sj gak pernah kena banned ,pas instal aplikasi threads 2 hari kemudian tanpa sebab langsung kena banned , IG juga kena banned , padahal gak posting ap2 , langsung gue hapus aplikasinya 👎",Negatif,udah hmpr  tahun pake aplikasi ig aman sj gak pernah kena banned pas instal aplikasi threads  hari kemudian tanpa sebab langsung kena banned  ig juga kena banned  padahal gak posting ap  langsung gue hapus aplikasinya ,udah hmpr pake aplikasi ig aman sj gak kena banned pas instal aplikasi threads langsung kena banned ig kena banned gak posting ap langsung gue hapus aplikasinya,"['udah', 'hmpr', 'pake', 'aplikasi', 'ig', 'aman', 'sj', 'gak', 'kena', 'banned', 'pas', 'instal', 'aplikasi', 'threads', 'langsung', 'kena', 'banned', 'ig', 'kena', 'banned', 'gak', 'posting', 'ap', 'langsung', 'gue', 'hapus', 'aplikasinya']",udah hmpr pake aplikasi ig aman sj gak kena banned pas instal aplikasi threads langsung kena banned ig kena banned gak posting ap langsung gue hapus aplikasi
😎MANTAP👍🏻,Positif,mantap,mantap,['mantap'],mantap
Good,Positif,good,good,['good'],good
Masih fresh jadi belum terkontaminasi,Positif,masih fresh jadi belum terkontaminasi,fresh terkontaminasi,"['fresh', 'terkontaminasi']",fresh kontaminasi
Bagus saya suka🥰,Positif,bagus saya suka,bagus suka,"['bagus', 'suka']",bagus suka
Hallo admin meta. Sejauh ini aplikasi threads sudah bagus. Tapi kenapa kalau mau posting ke instagram story tidak muncul background tulisan threadsnya yah? Tolong ditampilkan kembali karena menurut saya itu sangat bagus sekali karena menambah kesan yang bagus di instagram story. Terimakasih 🙏🏻🙏🏻🙏🏻,Positif,hallo admin meta sejauh ini aplikasi threads sudah bagus tapi kenapa kalau mau posting ke instagram story tidak muncul background tulisan threadsnya yah tolong ditampilkan kembali karena menurut saya itu sangat bagus sekali karena menambah kesan yang bagus di instagram story terimakasih ,hallo admin meta aplikasi threads bagus posting instagram story muncul background tulisan threadsnya yah tolong ditampilkan bagus menambah kesan bagus instagram story terimakasih,"['hallo', 'admin', 'meta', 'aplikasi', 'threads', 'bagus', 'posting', 'instagram', 'story', 'muncul', 'background', 'tulisan', 'threadsnya', 'yah', 'tolong', 'ditampilkan', 'bagus', 'menambah', 'kesan', 'bagus', 'instagram', 'story', 'terimakasih']",hallo admin meta aplikasi threads bagus posting instagram story muncul background tulis threadsnya yah tolong tampil bagus tambah kesan bagus instagram story terimakasih
Sangat membantu,Positif,sangat membantu,membantu,['membantu'],bantu
"belum lama pakai aplikasi ini, menurut saya bagus juga untuk share berita terbaru, kebanyakan orang cuma untuk tempat curhat. aplikasi ini mirip aplikasi yang dulu"" path """,Positif,belum lama pakai aplikasi ini menurut saya bagus juga untuk share berita terbaru kebanyakan orang cuma untuk tempat curhat aplikasi ini mirip aplikasi yang dulu path ,pakai aplikasi bagus share berita terbaru kebanyakan orang curhat aplikasi aplikasi path,"['pakai', 'aplikasi', 'bagus', 'share', 'berita', 'terbaru', 'kebanyakan', 'orang', 'curhat', 'aplikasi', 'aplikasi', 'path']",pakai aplikasi bagus share berita baru banyak orang curhat aplikasi aplikasi path
sangat menarik,Positif,sangat menarik,menarik,['menarik'],tarik
Bagus,Positif,bagus,bagus,['bagus'],bagus
"Ini serius threads kek gini? Semenjak pke threads akun IG ku sering ke blokir tanpa alasan yang ga masuk akal, suka minta diajuin banding ga cuma sekali tp berkali² dalam sehari.",Negatif,ini serius threads kek gini semenjak pke threads akun ig ku sering ke blokir tanpa alasan yang ga masuk akal suka minta diajuin banding ga cuma sekali tp berkali dalam sehari,serius threads kek gini semenjak pke threads akun ig ku blokir alasan ga masuk akal suka diajuin banding ga tp berkali sehari,"['serius', 'threads', 'kek', 'gini', 'semenjak', 'pke', 'threads', 'akun', 'ig', 'ku', 'blokir', 'alasan', 'ga', 'masuk', 'akal', 'suka', 'diajuin', 'banding', 'ga', 'tp', 'berkali', 'sehari']",serius threads kek gin semenjak pke threads akun ig ku blokir alas ga masuk akal suka diajuin banding ga tp kali hari
Ok,Negatif,ok,ok,['ok'],ok
aplikasi Amajing,Positif,aplikasi amajing,aplikasi amajing,"['aplikasi', 'amajing']",aplikasi amajing
"Ga bisa download vidio² nya,kenapa ya?🙏",Positif,ga bisa download vidio nyakenapa ya,ga download vidio nyakenapa ya,"['ga', 'download', 'vidio', 'nyakenapa', 'ya']",ga download vidio nyakenapa ya
top banget,Positif,top banget,top banget,"['top', 'banget']",top banget
saya suka aplikasi ini semua orang ramah dan sopan dalam berkomentar 👍,Positif,saya suka aplikasi ini semua orang ramah dan sopan dalam berkomentar ,suka aplikasi orang ramah sopan berkomentar,"['suka', 'aplikasi', 'orang', 'ramah', 'sopan', 'berkomentar']",suka aplikasi orang ramah sopan komentar
keren,Positif,keren,keren,['keren'],keren
Tampilan bagus cuma rentan kena pelanggaran setiap bikin utasan. Padahal tidak ada unsur yang melanggar,Positif,tampilan bagus cuma rentan kena pelanggaran setiap bikin utasan padahal tidak ada unsur yang melanggar,tampilan bagus rentan kena pelanggaran bikin utasan unsur melanggar,"['tampilan', 'bagus', 'rentan', 'kena', 'pelanggaran', 'bikin', 'utasan', 'unsur', 'melanggar']",tampil bagus rentan kena langgar bikin utas unsur langgar
