userName,score,at,content
Eko Fredianto,5,2024-06-05 17:42:01,Bagus dan mudah untuk Di jalankan
Chaizar Arief,5,2024-06-05 14:25:58,Good
sang pembelajar,5,2024-06-05 12:38:33,medsos yang baru bagi saya
Kiki Malvina,5,2024-06-05 12:19:49,seru juga bisa scroll berita seru Dri seluruh dunia
Lukman Kasoloang,5,2024-06-05 11:55:30,Luk man Scri
Afirda Sausan,3,2024-06-05 10:04:22,Tolong adain fitur save yaaaa
Ahmad Doang (ADE),5,2024-06-05 09:34:55,good apk
Nanank Jho,5,2024-06-05 08:52:58,Oke
gusti rachmadiansyah,5,2024-06-05 04:55:53,semoga bisa menjadi aplikasi yg populer berikutnya selain medsos yang lain2.. terima kasih 🙏😇
Nasrul Uddin,5,2024-06-05 04:54:02,Nice
Frans Doy,5,2024-06-05 03:34:23,baik
Sony Zperia122,2,2024-06-05 03:15:45,Gak enak
Nurus subah Subah,5,2024-06-05 02:51:00,good for threads
Mirwan Syah,2,2024-06-04 20:44:57,saya tidak paham gmna cara menggunakan apk nya:v
Asbullah Asbullah,4,2024-06-04 20:38:55,Ok
Rifai Mansur,5,2024-06-04 16:07:11,Aplikasi threads sangat bagus semoga lebih bagus lagi kedepannya
Aziz Muhamad,1,2024-06-04 13:52:21,Aplikasi paling mengganggu
Shobirin Shobirinkha,1,2024-06-04 13:02:11,Ngga asik
Resa Cahyani,1,2024-06-04 12:55:23,Udah 3 hari gabisa komen utasan tolong perbaiki
indah mawati,5,2024-06-04 10:18:49,"Baik , Cepat, Tanggap"
Robin Soewarno,1,2024-06-04 09:40:02,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
DEDE KOES' CHANEL,5,2024-06-04 09:06:52,👍👍👍👍
Ida bagus Santika manuaba,4,2024-06-04 06:27:47,"Belum sempurna,"
Panyel Wg,4,2024-06-04 05:17:02,Saya suka sekali sama aplikasi nya ❤
Saiful olala,5,2024-06-03 23:55:38,Ok
Zaidan Yusuf,4,2024-06-03 21:51:32,harapannya semoga akun-akun spam dari luar negeri bisa ditindaklanjuti lagi ya
Mutia Rika,5,2024-06-03 21:42:39,Ok
MOHAMMAD YUNUS,4,2024-06-03 16:40:52,Tolong dong klo akun kita private masih bisa komen di postingan yg lain
Rian Siswanto,5,2024-06-03 14:28:49,Rian Siswanto hard rock hotel Bali lantai 4 kamar no 501
Alfian Duta Krisnadi,5,2024-06-03 09:52:33,Sangat Bagus & Bermanfaat Treads adalah aplikasi untuk pengembangan inspirasi melalui ide dan gagasan cerdas dan positif untuk kebaikan dan keberlanjutan masa depanyang lebih baik
Kayla Hanifa,5,2024-06-03 07:01:35,"Aku ga ngerti cara pakai nya, tapi ini sangat seru"
Mas Yari,5,2024-06-03 06:51:52,Bagus
Gina Mahrani05,5,2024-06-03 06:41:19,Bgus
Dudi Setiawan,5,2024-06-03 06:40:07,Bagus
Oey Maria,5,2024-06-03 06:26:37,Mantaap
kadek baloek,5,2024-06-03 05:51:20,Mantap
Nuril Huda,5,2024-06-03 05:30:42,Menyalaaa
Ko prabot rumah Prabot rumah,5,2024-06-03 03:47:14,mantap bisa keluarin uneg uneg
surya dinata,5,2024-06-03 02:24:22,Very ...very good
martin,5,2024-06-03 01:23:06,Yeah idk but is bad
Ahmad Fajarrullah,5,2024-06-03 00:50:29,Ok
prabu MR Jaka Tarub,5,2024-06-02 14:18:01,mantep gw dpt cuan
Ria Puspitasari,4,2024-06-02 07:38:58,baguuuss
Adhinn 001,5,2024-06-02 06:05:34,sangat mudah untuk digunakan 👍
Ayana Putri,5,2024-06-02 05:35:36,aplikasinya bagus ... lumayan buat diary ngeluarin unek2 yg gak harus semua teman tahu
Pinandoyo PInandoyo,5,2024-06-02 04:58:26,Good
afryan perdana,5,2024-06-02 04:06:21,Aplikasi mantap
Yuri Ivanovick,5,2024-06-02 03:27:49,Oke
Yan Jerond (Suweada),5,2024-06-02 01:37:38,Suka Sekali
Agus Budi Noor suhemi,5,2024-06-01 18:00:54,seru
Azizah Jalil,5,2024-06-01 13:33:15,baik
Slamet Oyonk52,4,2024-06-01 12:47:06,"Sholat lah karena amal tanpa tiang akan sia-sia contoh rumah tanpa pondasi atau tiang pasti ambruk, karena Allah Maha melihat yang butuh kita bukan Allah."
Febrian FK,5,2024-06-01 12:24:42,Good
Mbah Nunung,5,2024-06-01 10:34:19,mantab situs ini threads.
Djatianom,1,2024-06-01 08:28:06,Ini aplikasi sangat buruk.. akun Instagram saya menjadi hilang gegara ini aplikasi thread. Ini Aplikasi Tidak secanggih seperti dugaan.. aplikasi abal-abal. Lebih baik saya Un-Install.
Dini Natali,5,2024-06-01 08:07:23,saya sangat menyukai threads
Cendyto Tribagas Wijaya,5,2024-06-01 06:35:53,kasih fyp
Ajat Suderajat,4,2024-06-01 05:57:15,dapat pengalaman baru mengenal seseorang🥰
Muhammad Mulyadi,5,2024-06-01 04:56:41,Good
danesa nazma,5,2024-06-01 03:11:28,bagus sangat menghibur
Blossom Shafa 08,1,2024-06-01 00:48:41,🍉🍉🍉🍉🍉🍉
Aldo Ferdiansyah,1,2024-05-31 22:23:24,"Tolong di bantu, akun saya kenapa jadi ga bisa di buka? Apk tak guna, lgsg tiba"" banget akun saya di hapus? Nyesel sumpah udah download apk ini"
Ramadhan kato,4,2024-05-31 20:55:16,Coba dulu bagus gk nya
Joko Lili,5,2024-05-31 19:42:29,sangat menyenangkan
Zakaria Rangkuti,5,2024-05-31 19:35:56,mantap
Didin Boma,5,2024-05-31 19:16:56,Berprestasi di bidang lapangan kerja tempur
donny pangestu,5,2024-05-31 17:23:16,Ok
Rahmat Subandi,5,2024-05-31 16:07:59,Sangat puas
Abijamiljamil Jamil,5,2024-05-31 15:02:07,Ok
Ardin Rambu kahi leba,5,2024-05-31 14:16:28,Bagus aplikasi myaa
Bambang Sumedi,5,2024-05-31 12:35:27,knp logonya kok kyk gt
Charles GM,5,2024-05-31 06:24:48,Mantap!!
Elpan sinaga,5,2024-05-31 05:53:18,Niceeeee
Marny M,5,2024-05-31 05:39:56,Bagus sekali
Feri Kelana69hi69,3,2024-05-31 02:50:57,bintang 3 dulu
abdul _aziz,2,2024-05-30 13:59:08,Tingkatkan
Supardi Pardi,5,2024-05-30 12:56:35,Amazing
Ardhi Setyawan,5,2024-05-30 12:30:49,Good
Cita Junita,5,2024-05-30 09:30:12,Bagus sekali aplikasi nya
Wanda Hamidah,5,2024-05-30 06:45:47,Bagus
Husni Lubis,5,2024-05-30 04:15:13,mantap
Annie June,5,2024-05-30 03:16:54,❤️
Syamsul Falakh,5,2024-05-30 02:59:50,sangat memotivasi
Yadi Mulyadi,3,2024-05-29 21:16:57,belom begitu paham baru gabung
Mahdafiqihya Ahmad shidqi,4,2024-05-29 17:33:00,Kita perlu dipermudah dalam mencari apa yang ingin kita ketahui di sini
Arif Rahman Hakim,5,2024-05-29 16:05:50,Mantap
Joko Wahyudi,5,2024-05-29 15:14:04,Dicobadulu
Yuras Ha,5,2024-05-29 11:24:55,moga aja di sediahkan tembol like bila muncul di FB
SLestari Ndaratuputri,5,2024-05-29 11:04:00,"keren,tp kurang asyik.blm ada musiknya"
Yohannesnainggolan Annes,5,2024-05-29 10:54:58,cakep!!!!!
Mbak Her,1,2024-05-29 08:07:46,"Kenapa harus di blok akun saya, sebaiknya kalau login jangan pakek instagram"
bordewen kafiar,5,2024-05-29 05:59:03,Great application
Catatan Kang Asep,5,2024-05-29 05:02:43,top
sufrah sofiatul zahro,4,2024-05-29 04:17:55,apk nya baguss suka banget tapi saran aku tambahin fitur arsip buat utasan sama mode gelap dipengaturan pleasee
Novii Wulandari,1,2024-05-28 22:46:49,"Najis baru download udah disuruh 3kali update . Gila gila update ni aplikasi, kaga gua update mending gua apus dah"
Devis Shanjaya,5,2024-05-28 22:22:49,Top
mas joke (joke),3,2024-05-28 20:33:45,blm coba
Noyo pantes,5,2024-05-28 18:32:23,good
readone iwan,5,2024-05-28 16:12:39,Ngetes dulu hehehe
Vendy Arya,1,2024-05-28 15:39:05,"Padahal jarang bikin threads karna jarang online, tp akun saya disuspend, apk threads sudah saya uninstal, gak ngapa-ngapain kok disuspend."
Djokie Pratama,1,2024-05-28 15:34:13,Boikot
Iman Acoey,5,2024-05-28 14:07:24,Sangat membantu
Ika Susilawati,5,2024-05-28 13:34:21,mantap
lucky pramudita,5,2024-05-28 12:26:21,Ok
Imam Safii,5,2024-05-28 08:23:35,Bagus
Bayu Dwi prakoso,5,2024-05-28 05:15:40,Bagus banget
Ervan Firmansyah,4,2024-05-28 04:50:01,Aplikasi terbaru Instagram bagus
Sirojul Ulum saputra,5,2024-05-28 03:55:22,oke
AQUArius agmailcom AQUArius agmalcom,5,2024-05-28 00:56:44,sangat bagus pas noton pidio padcngan hidup fipandang lasung hidup
Mujib jibun2,3,2024-05-27 17:24:26,sangat membantu tuk saling mengenal walaupun beda agama
Ali Alvaro,5,2024-05-27 16:28:29,mantap
Pras Tian,1,2024-05-27 15:52:27,Udah baru suruh perbarui lagi anjg
Heru Wahyudi,5,2024-05-27 13:47:23,Bagus
Jansen Tempomisa,1,2024-05-27 13:36:23,aplikasinya mirip-mirip Instagram👍🏻
Markus Roberto,5,2024-05-27 12:06:42,Ok
Samsung J1,5,2024-05-27 09:34:22,🫶🫶🫶
Nurnengsih Web,5,2024-05-27 06:49:50,good
ambo yazid,4,2024-05-27 02:58:12,"Saya ga bisa baca komen pangguna lain.. apa emang gitu ya, apa saya yg belum ngerti.."
sigianto polisi,5,2024-05-26 20:07:06,SUGIANTO porisi Sugianto
Budianto ebudy,3,2024-05-26 19:39:01,Kurang efektif mending ig aja
Artiwan Bangsawan (DnyonryBangsawan),5,2024-05-26 17:40:20,keren
JONBOBIE,5,2024-05-26 15:25:08,bagus sekali
Adi Setiawan,5,2024-05-26 14:30:15,Bagus
baldwin ra,2,2024-05-26 12:00:10,Mau hapus balasan bekas komentar titik 3 nya kok tidak ada sih .. ini gimana jadi gabisa hapus ?
Rifola Mabapura1971,5,2024-05-26 10:16:56,𝐓𝐡𝐚𝐧𝐤
fitri Sp,5,2024-05-26 10:08:06,tower
KARTO YONO,5,2024-05-26 09:57:04,👍👍👍
ani andriyani,5,2024-05-26 09:55:46,ok
Hendra Kurnia,5,2024-05-25 16:56:38,asyik
Muksin Khysin,5,2024-05-25 11:49:57,semoga lebih membaik
adri malandri,5,2024-05-25 10:03:09,"Aplikasi sosial media yang bagus,"
ChiGe,3,2024-05-25 07:20:47,"Tambahkan mode gelap, jangan dari pengaturan HP. Sebagai penyuka gelap ini sangat menyusahkan soalnya hari dari setelan HP sedangkan tidak semua nya bagus dalam mode gelap"
Toni Tukan,2,2024-05-25 04:35:10,tidak pernah dapat like
Fajar Asikin,5,2024-05-25 02:32:46,great app to express what we want to share in a very simple way.
Dwi Prima,5,2024-05-25 01:03:05,Mantapp
Sandi Ramadhani,5,2024-05-25 00:28:49,josss
Asri Yantie,1,2024-05-24 15:44:48,jelek bgt....
Sms Jiraiya,5,2024-05-24 14:43:57,disini tempat mengatur strategi & curhat sih mantap 😂👏
Radithya Ikhsan,4,2024-05-24 12:28:15,"sejauh ini, ini yang paling jauh"
CHUNTER TECH,2,2024-05-24 09:55:34,"Untuk performanya bagus, tapi guna apa kalau isinya banyak akun fake semua yg foto"" tebar pesona hanya untuk menarik perhatian agar di follow akun nya melaikan instagram pun juga sama. Sampai kapan sosmed pelampiasan penipu di perbaiki dengan benar???"
Mikael Fahlevi,5,2024-05-24 08:30:05,Shering app
Aryani Suprapto,5,2024-05-24 05:35:40,Mantap....
Vijra Islamul hafiz,5,2024-05-24 04:50:23,Sangat baguss
Robi Robi,5,2024-05-24 03:50:43,Mantap ada bokep nya
Sri Armayanionde,5,2024-05-23 23:46:05,bagus
RID OZZORA,4,2024-05-23 23:11:28,tahap belajar.tapi bagus👍
Muhamad Safrizal,3,2024-05-23 13:36:12,"Bug - Sering tampil sih beberapa postingan di Instagram untuk mengarahkan buka aplikasi anda ini, tp ketika diklik postingan tersebut malahan ngk tampil atau postingan yang lain (tidak sesuai postingan untuk dilihat penuh)..."
Randitiya Muhammad,5,2024-05-23 12:08:35,sangat mantap
Sulaseh Rahmat,5,2024-05-23 11:10:54,Good
Fikar Akbar,5,2024-05-23 08:30:25,sangat 👍
Wulan,5,2024-05-23 07:48:51,Oky bagus
Mansur Wibisono,5,2024-05-23 04:26:12,Bagus banget aplikasi jya
Non Aktif,4,2024-05-23 03:23:55,cukup menarik bagus
Arsyad Ismail,5,2024-05-23 03:20:20,Lumayan
Delly Shukma,3,2024-05-23 03:17:53,"W28aa??>18!***?(!•••?]:* TK•[[((][*,,5,[lu N."
Dio Febrian,1,2024-05-23 02:05:33,"Kok ada bug ya ,pas waktu saya mencet mau lihat komen kok gak bisa plus gaada masalah apapun di internet saya dan malah bilang sistem eror coba setelah beberapa menit"
Yuni Vidyaningsih,5,2024-05-22 23:26:38,Bagus
Rhuben Geolardo Hasugian,5,2024-05-22 20:23:06,mantap
Kinkdilion lion,5,2024-05-22 18:15:18,Mantap dengan aplikasi ini
sander Bobon12,5,2024-05-22 16:45:01,Mantap
anang budiarto,5,2024-05-22 16:33:58,Everything is connected
ISHAK TKS,5,2024-05-22 15:51:41,"Threads media no 1 didunia, yang paling banyak di download. Mendukung the global goals 2030 Un-redd programme/undp/fao/unep @17 fao and the sustainable development goals Sdg_13. Climate Action 2030 Climate Change 2030-2050 Global Warming Politik ekonomi sosial budaya teknologi keamanan agama 5w1h+security"
Abram Meliala,5,2024-05-22 13:56:09,I got a lot of positive things here
rasya saputra,4,2024-05-22 13:07:46,Bagus
Aku Keren,5,2024-05-22 12:18:31,Bagus
Solikhin Upik,5,2024-05-22 07:05:35,Oke mantap
Nuke Ariandini,5,2024-05-22 06:08:33,suka
Rizka Febria,5,2024-05-22 04:56:30,Bagus banget buatcari Poto j
Abdul karim Hsb,3,2024-05-22 02:20:39,ok lah
Ola Bambong Bin Ola Sabon Bin King Daud,5,2024-05-21 23:20:47,sangat bagus
Diki Wahyudin,5,2024-05-21 21:50:00,kalau aku tau aplikasi ini dari dulu. kayaknya aku bakal gunain ini deh
AKHMAD RIVALDI,4,2024-05-21 20:07:16,bagus banget cuy Tapi kenapa setiap aku komen ke seseorang gak bisa dulu sih bisa tapi kenapa gak bisa Lumayan juga sih 😉
Riko Putra,5,2024-05-21 19:37:29,seneng bisa membayar dengan jumlah uang yang sangat besar ke diri saya Threads ini mantap
MaslahBisa,5,2024-05-21 14:05:02,Bagus
varigata,5,2024-05-21 13:42:36,apk nya sangat membantu saya untuk menceritakan semua hal yang ingin saya ceritakan
Alheki 471,5,2024-05-21 12:46:00,Pokonya uhuy lah
mansur 1895,4,2024-05-21 12:35:10,Baru mau coba app nya
Robert Cahya pratama,5,2024-05-21 10:20:32,Ok
Fatimtim spentreema,3,2024-05-20 19:31:08,"Bagus lah tambahkan lagu kaya di instagram dong min, sama arsipkan postingan"
Renno Arfiando,5,2024-05-20 19:28:49,Go
Alyaminhatu05 Tsaniyah,1,2024-05-20 17:58:34,Setiap buka thread dari ig pasti nyuruh update mulu
udin m. arifuddin,5,2024-05-20 17:53:26,Oke
Yudha Bengkulu,3,2024-05-20 16:20:11,Lumayan buat bhn ghabut
Rita efeni,4,2024-05-20 12:59:45,Bagus
Arman Rahman,5,2024-05-20 09:36:36,mantap
Mugti Rosadi,5,2024-05-20 08:28:56,Informatif
aswin tamangga,5,2024-05-20 02:11:10,Nice
Andree Milan,4,2024-05-20 00:07:14,koneksi internet harus ditingkatkan lagi
dianindra,5,2024-05-19 17:18:32,"threads is a diary for me, thank u"
Jamila Milah,5,2024-05-19 14:35:52,Bgus
Erin Cantik,5,2024-05-19 12:35:27,Ok
caksul hadi,4,2024-05-19 07:23:17,Ok lah
Kendrick Halim,1,2024-05-19 06:12:19,Kacau sekali algoritmanya
Dhini Aulia,5,2024-05-19 05:17:59,Asyik untk membagikan ide dalam bentuk tulisan pendek. Orang² di sini ga toxic. Positive vibe...
Aco Jie,5,2024-05-19 05:11:07,ACl Gamestop
Awan Yanuar,5,2024-05-19 04:49:29,Awan Yanuar 👈 mutualan yuk
April Palangka,1,2024-05-19 03:42:37,Tidak suka
Atun Sholiatun,5,2024-05-19 02:19:52,bagus untk buat inspirasi untuk orang bnyak
Retno Sulistianingsih,5,2024-05-18 20:52:06,keren
Antique Lamp,5,2024-05-18 17:47:55,Menjual tirarium box hantaran
Tedy Herlambang,5,2024-05-18 11:04:13,Jos
Okto Kobogau,5,2024-05-18 10:14:34,Bagus
Budi Berjaya,1,2024-05-18 03:33:23,apa lagi ini apk sampah
Chevi Sunarya,5,2024-05-18 01:33:35,Top
Ner Ama,4,2024-05-17 18:03:17,sangat bagus
Yufri Seran,5,2024-05-17 17:26:26,sangat bagus
Mamah Ghina,4,2024-05-17 16:02:12,Semoga puas dengan layanan aplikasi ini
Iqbal Id,2,2024-05-17 15:42:33,"Bisa tidak, threads ini tidak usah di gabungin dengan Instagram, soalnya kalau ada masalah pasti ikut juga ke Instagram."
Deri Handayani,3,2024-05-17 15:07:17,Saya baru bergabung diaplikasi ini Saya belum terlalu paham dengan aplikasi ini saya kasih bintang 3 aja ya
Uun Andriang,5,2024-05-17 13:09:47,good
Rizky Hezyam,4,2024-05-17 13:01:20,For me threads same amazing as twitter. But please maybe add more features again to make threads better. And maybe if could be great if threads have lite version
Abdul Syukur,5,2024-05-17 12:48:22,Ok
ezra mig,5,2024-05-17 07:15:57,terbaik laaah
Sukirno Mrgaok,5,2024-05-17 04:26:10,Mantap
King Chad,1,2024-05-17 04:03:25,🍉
Andi Recamb,5,2024-05-17 03:32:42,Mantaaaaap
nandosepra wijaya,1,2024-05-17 03:31:39,"apk kontollll,gara"" nge hapus akun di apk ini,akun ig ikut terhapus permanen babii babii apk gak guna kontollll ini apk"
jony p waimoeri,5,2024-05-17 03:02:38,"Threads, merupakan tempat dan sumber inspirasi bagi kita smua dalam menuangkan ide, gagasan dan inspirasi yg positif. Makasih Threads is the best."
nurman Setiawan,5,2024-05-17 01:37:53,mantap..
durisman Aplikasi,5,2024-05-16 15:44:18,keren
Jusman Jappa Rent,5,2024-05-16 14:08:00,mantap
Ndok Lehor,1,2024-05-16 12:25:06,Karena saya gak bisa komen komen lag jadi bintang ku ambil lagi sisain satu aja ya hahaha
adityaaa,1,2024-05-16 12:16:36,Apk cocok buat nipu shre link daget
Aliffairuz,4,2024-05-16 12:12:03,ok ok
Ssi,5,2024-05-16 09:21:23,Menarik
Masatani Zebua,5,2024-05-16 06:17:15,mantap
aryani lestari,5,2024-05-16 03:24:53,semoga lbh bagus
Nur Fadli,5,2024-05-16 03:06:15,aku kasih full bintang nya 🥰🙏🙏
Kurnia Muktiani,5,2024-05-16 00:07:14,Lupa sandi Thread's ? Maaf ya belum bisa login lagi Soon
Rahmatan lil alamin,1,2024-05-15 10:53:39,"Gag bisa download, cmn muter2"
Iswanto Amperawan,1,2024-05-15 04:24:11,Ruwet
Iil Warda,5,2024-05-15 02:53:53,seru banget inimah
Kunkkrink841 Kukulutus,5,2024-05-15 01:40:07,Oke
Siti Salwa,5,2024-05-15 00:52:49,Alhamdulillah jadi bisa ngetik banyak
Nurdin 92,4,2024-05-14 11:51:10,Bgus
Partiyem Sasando,5,2024-05-14 06:39:35,Aku suka
ZmZ official,2,2024-05-14 05:35:11,Kenapa akun saya tidak bisa memberikan komentar di utas orang lain? Bagaimana solusinya? Terimakasih
SO Story Online,1,2024-05-14 04:25:59,Isinya hal yang mengandung 18+ dan kebanyakan akun fake
Medyan Aditya Mahsar,4,2024-05-14 04:10:08,"Sejauh ini suka dan udah bagus main ini. Cuma kok terjemahannya hilang ya? Sekarang harus klik titik 3 dulu trus klik terjemahan. Kalo dlu tinggal ikon terjemahan, simple. Tolong dong balikin lagi ikon terjemahan nya biar 1x klik aja."
celsi olivia,1,2024-05-14 04:05:30,cara lihat komen nya gimana woy kaku amat aplikasi ny?
Muhammad Pirman,5,2024-05-13 17:56:06,Bagus
jusran gunper,5,2024-05-13 17:24:36,mantap sekali
Nyoman Gunada,5,2024-05-13 14:52:12,Ok keren
Syakroni T,5,2024-05-13 13:11:45,Alhamdulillaah semangkin bagus
Reynand Arif Ramadhan,5,2024-05-13 11:37:19,oke👍🏻
Candra Refan D.,4,2024-05-13 04:41:45,"Tambahkan fitur DM dan juga story, tambakan fitur musik juga"
Campur Semua bumbu lalu diolah,2,2024-05-13 03:07:43,heran pada latah semua.ada sosial media baru pada pake kan fungsi sama kek twitter doang. nulis doang apa yg seru....
Indra Landep,5,2024-05-13 02:09:12,aplikasi terbaik
Lesmery,4,2024-05-13 01:00:08,"good apllication, nanti bisa coba dikembangin lagi🙏"
Miftahul Parid23,5,2024-05-12 21:18:07,"Luar biasa, aplikasi sangat bagus🥰"
Bertinus Teddy,5,2024-05-12 15:34:53,Nice apps...
Shelly sri Anggraeni,4,2024-05-12 15:19:12,"Udah bagus sih cuma maaih ada bbrapa yang harus di perbaiki. Adain tema mode gelap, kurng yaman liatnya klw pke mode biasa, klwdonload kualitas vido/potonya jelek jdi menurun"
Qory Tartila,1,2024-05-12 14:10:35,Ga bisa baca komentar dari threads. Aneh bgt dah di update dll tetap gak bisa
Aquina yasmin,5,2024-05-12 13:48:42,"Gatau, bagus pokoknya"
Awang Anwar,5,2024-05-12 12:46:01,suka lah...
Widi Dewi nanda,5,2024-05-12 08:49:34,Bagus banget
Tirta September,5,2024-05-12 02:27:40,bagus
Makhsy,5,2024-05-12 02:05:21,good is qoute
emul maulana87,5,2024-05-12 00:32:28,bagus sangat bagus
arnold asso,5,2024-05-11 21:07:56,sangat berguna
Channel Aditia Nugroho petualang6089,4,2024-05-11 15:43:54,Adiyia
David Arsala,5,2024-05-11 13:58:52,Jis
Tommy Indo Prabunegoro,1,2024-05-11 13:37:26,"Aplikasi ini jelek sekali, dari namanya saja tidak menarik. Saya sebenarnya malas, kalo aplikasi dikelolah oleh meta karena aturan meta keraaaaaas coba lihat tiktok, kalo ngk benar ya uda dia minta hapus kan aman. Bukan sangsi harus di terapkan."
Mas Arif,5,2024-05-11 13:37:23,Sangat bagus dan sangat membantu
Saiful Bahri,4,2024-05-11 09:21:13,Bagus
Rislam Rislam,5,2024-05-11 07:05:51,Baik
Ilham Satria,4,2024-05-11 05:39:48,masih banyak fitur yang harus di tambahkan lagi
Rusdiana,5,2024-05-11 03:29:09,mantap
Muhammad Barkah,2,2024-05-11 03:12:33,Kenapa ya saat login ngak bisa kebuka aplikasi nya tolong dong pembuat aplikasi ini agar mengirimkan pusat bantuan nya plizzz
Ramles Channel,5,2024-05-11 02:58:08,bagus banget untuk berbagi dengan semua orang
YenRineldo Unlimited,5,2024-05-10 17:21:57,"bagus banget, fiturnya lebih simpel"
Hoiriana Riana,5,2024-05-10 10:51:45,senangnya bisa berinteraksi dengan banyak orang.
Vida Dara,5,2024-05-10 08:48:07,Seru dan bagus
Rayyan Firdaus,5,2024-05-10 05:14:18,✨😊😊
Ratna Mulyaningsih,5,2024-05-10 05:08:48,Threads
Ernita Defriati,3,2024-05-10 04:59:08,cukup memuaskan
Nurul Fi Fitriana,5,2024-05-10 02:57:17,Mantep
Erita,5,2024-05-10 02:17:59,selamat semoga sukses
Harris Shihab,5,2024-05-09 22:10:17,Fitur jumlah tayangan di Threads sudah ada. 😍
Chadha Sada,2,2024-05-09 20:43:40,jangan ada batasan jumlah tulisan di threads
FAIM yadah,3,2024-05-09 15:12:36,"Admin!! Tolong tampilan pengaturan ditambahkan tema gelap, kami sangat membutuhkan nya demi kenyamanan mata.... Sekian terimakasih"
Wira Meulaboh,5,2024-05-09 12:39:39,Mantep
hari hermawan,4,2024-05-09 12:08:50,Aplikasi yg modern
Abdul Haris Lubis,5,2024-05-09 11:29:12,berguna
Karisma Putri,5,2024-05-09 11:04:11,"Saya menyukainya,aplikasi yang mengagumkan.💯💯"
Ahmad Havi,5,2024-05-09 09:11:18,Sangat membantu
junaedi juned,5,2024-05-08 15:20:59,Top
JENWA CHANEL (JC),5,2024-05-08 13:46:54,Good
Miko 386,1,2024-05-08 10:19:43,gajelas
joko_saputrock_ n_rol,4,2024-05-08 09:52:27,Kenapa sering susa baca comentar nya..
Elisa Ismi,4,2024-05-08 06:57:56,Miris
pijat tradisional denpasar,4,2024-05-08 04:29:21,baru mulai nih
Dewi Dama,5,2024-05-08 03:14:43,keren banget 👍👍
Yelin Piranti,3,2024-05-08 00:38:54,Habis di update aplikasinya kok saya cuma bisa masuk akun anonim threads saya tidak bisa masuk ke akun utama saya @yelinpiranti tolong kembalikan akun saya buat saya login ke akun utama saya perasaan saya tidak pernah bikin status yang aneh di threads saya selalu membagikan kata - kata motivasi jangan aneh dan agak laen threads habis di update aplikasinya malah makin buruk bikin tambah kecewa
Baso Jumaidi,4,2024-05-08 00:22:09,"saya kurangi 1 bintang, karna baru mau pelajari hasil nya"
Lia Lestari,5,2024-05-07 22:18:41,Good
viva marliya03,5,2024-05-07 22:02:15,Sampai sekarang belum ada keluhan yg kurang mengenakan dalam penggunaan apk Threads ini
YAN S NOERMAN,5,2024-05-07 17:57:38,bagus buat upload poto dan komunitas
nreisa 07,5,2024-05-07 15:13:37,Luar... biasa....👍👍👍👍
fence tampani,5,2024-05-07 15:07:09,Good👍
Royyan Indra,5,2024-05-07 14:29:51,good
Ali Datuamas,5,2024-05-07 13:01:47,👍👍👍👌👌
Ultimate Ricc,3,2024-05-07 06:41:17,Gunanya?
Bayu Hidayat,5,2024-05-07 03:05:36,mantap ...terimakasih
Dinan Tarindje,1,2024-05-06 23:50:26,Alok SWT
REHAN FAJRI,5,2024-05-06 15:41:22,oke
Erwin Kesuma Yoedha (BRUZ),5,2024-05-06 15:39:30,Ok
Muhlis Tutu,5,2024-05-06 14:27:59,Wadah bersosial media cocok untuk saya yang introver
memeth memo,5,2024-05-06 10:43:01,wantaaaappp
Ardian Fransisco,4,2024-05-06 08:27:49,Ntah
ZefanyaAzaria Siahaan,5,2024-05-06 05:48:41,I GOT THREADS THANKS!!
Heri Sasangka,4,2024-05-06 02:29:03,Mohon aplikasi bisa di edit tambah foto 🙏
michella hana,4,2024-05-06 01:47:13,"baguss ajaa ga ada kendala sejauh ini aku make apk ini, kedepannya lagi tingkatkan lagii yaa pengembangan nyaa ☺️🙏🏻"
Ika Riska,5,2024-05-06 00:45:13,bgus
Mas Munandar,5,2024-05-06 00:26:07,Terapkan
RIMIN ALFATIH,3,2024-05-05 14:50:04,Masih perlu banyak pengembangan
muhamad arsyil,4,2024-05-05 10:01:56,"keren sih, aplikasi sosmed minimalis."
Robinson Buangpelo,5,2024-05-05 07:35:08,Aplikasinya bagus. Tetapi durasi videonya sajah terlalu pendek.
Dahlan Haryadi,5,2024-05-05 06:45:56,Sangat bagus
Zikow Akbar,3,2024-05-04 23:07:58,"cukup bagus, tetapi mengapa saat saya mempostinh video jadi blur?, mohon di tambahkan mode hd. dan mengapa saya tidak bisa melihat komen ulasan orang lain, bisa tetapi saya juga harus komen?..???"
dolpin go,5,2024-05-04 16:41:09,tambahin tranding topik atau hastag agar mempermudah pencarian terupdate.
Milan Syawal,1,2024-05-04 12:05:58,Dasar zionis.. Ngetik isriwil aja di threads langsung di banned akun thread ama IG nya. Yauda gw uninstall. Ga butuh LOE tuh.
MHD RUDI,5,2024-05-04 11:29:40,Bagus
Suparyanto,5,2024-05-04 08:47:06,"bagus, tapi pas aku hapus malah banyak yg follow"
Siti Susilowati,5,2024-05-04 04:40:29,paduan tweeter dan FB
Keluarg Besarku,5,2024-05-04 03:44:32,sanget senang bisa rekomandasi
Rina Harianti,5,2024-05-03 18:44:58,keren
